code,description
01.02.10.43.762.01,"РИБОНУКЛЕОПРОТЕИН АНТИТЕЛА (АНТИ-RNP) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.66.03,"ESCHERICHIA COLI O157:H7 АНТИГЕНЫ ИЗОЛЯТА КУЛЬТУРЫ ИВД, НАБОР, РЕАКЦИЯ АГГЛЮТИНАЦИИ"
01.02.10.43.946.01,"ЭСТРОН ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.96.01,"MSH2 АНТИГЕН ИВД, АНТИТЕЛА"
01.02.10.43.138.01,"АДИПОНЕКТИН ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.533.01,"МНОЖЕСТВЕННЫЕ МАРКЕРЫ ЗРЕЛЫХ ЛИМФОЦИТОВ ИВД, НАБОР, СОРТИРОВКА ФЛУОРЕСЦЕНТНО-АКТИВИРОВАННЫХ КЛЕТОК/ПРОТОЧНАЯ ЦИТОМЕТРИЯ"
01.02.10.43.109.01,"RICKETTSIA CONORII НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.386.01,"CD10 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.386.02,"CD117 (C-KIT) КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.386.03,"CD11B КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.386.04,"CD11C КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.386.05,"CD13 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.66.04,"ESCHERICHIA COLI O157 АНТИГЕНЫ ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.66.05,"ESCHERICHIA COLI O157:H7 АНТИГЕНЫ ИЗОЛЯТА КУЛЬТУРЫ ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ"
01.02.10.43.140.01,"АДРЕНОКОРТИКОТРОПНЫЙ ГОРМОН (АКТГ) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.140.02,"АДРЕНОКОРТИКОТРОПНЫЙ ГОРМОН (АКТГ) ИВД, НАБОР, РАДИОИММУННЫЙ АНАЛИЗ (РИА)"
01.02.10.43.623.07,"ОБЩИЙ ПРОСТАТИЧЕСКИЙ СПЕЦИФИЧЕСКИЙ АНТИГЕН (ПСА) ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ, ЭКСПРЕСС-АНАЛИЗ"
01.02.10.43.386.06,"CD138 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.386.07,"CD14 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.386.08,"CD15 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.386.09,"CD16 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.386.10,"CD19 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.386.11,"CD1A КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.386.12,"CD2 T-КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.386.21,"CD33 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.386.22,"CD34 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.386.23,"CD38 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.386.24,"CD4 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.386.25,"CD41 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.386.26,"CD45RA КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.386.27,"CD45RO КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.386.28,"CD5 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.386.29,"CD5 КЛЕТОЧНЫЙ МАРКЕР ИВД, НАБОР, ИММУНОГИСТОХИМИЧЕСКАЯ РЕАКЦИЯ С ФЕРМЕНТНОЙ МЕТКОЙ"
01.02.10.43.99.02,"MYCOPLASMA PNEUMONIAE АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.386.13,"CD20 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.99.03,"MYCOPLASMA PNEUMONIAE АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.99.04,"MYCOPLASMA PNEUMONIAE ОБЩИЕ АНТИТЕЛА ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.99.05,"MYCOPLASMA HOMINIS АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН A (IGA) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.99.06,"MYCOPLASMA HOMINIS АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.99.07,"MYCOPLASMA HOMINIS АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.99.08,"MYCOPLASMA PNEUMONIAE АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН (IGA) ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.99.09,"MYCOPLASMA PNEUMONIAE АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.99.10,"MYCOPLASMA PNEUMONIAE АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.99.11,"MYCOPLASMA PNEUMONIAE АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.99.12,"MYCOPLASMA PNEUMONIAE НУКЛЕИНОВЫЕ КИСЛОТЫ ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.386.14,"CD22 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.386.30,"CD69 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.386.31,"CD7 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.386.32,"CD71 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.386.33,"CD79A КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.386.34,"CD79B КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.386.35,"CD8 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.386.36,"CD99 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.386.37,"CD57 КЛЕТОЧНЫЙ МАРКЕР ЕСТЕСТВЕННЫХ КИЛЛЕРОВ ИВД, АНТИТЕЛА"
01.02.10.43.864.08,ФАКТОР X СВЕРТЫВАНИЯ КРОВИ ИВД
01.02.10.43.864.09,ФАКТОР XI СВЕРТЫВАНИЯ КРОВИ ИВД
01.02.10.43.386.15,"CD23 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.864.10,ФАКТОР XII СВЕРТЫВАНИЯ КРОВИ ИВД
01.02.10.43.864.11,ФАКТОР XIIA СВЕРТЫВАНИЯ КРОВИ ИВД
01.02.10.43.864.12,ФАКТОР XIII СВЕРТЫВАНИЯ КРОВИ ИВД
01.02.10.43.864.01,ФАКТОР II СВЕРТЫВАНИЯ КРОВИ ИВД
01.02.10.43.864.02,ФАКТОР IIA СВЕРТЫВАНИЯ КРОВИ ИВД
01.02.10.43.568.01,"МУКОВИСЦИДОЗ (КИСТОЗНЫЙ ФИБРОЗ) ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.918.01,ЦИПРОФЛОКСАЦИН ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД
01.02.10.43.313.01,"ДЕЗОКСИПИРИДИНОЛИН КОЛЛАГЕНА ИВД, РЕАГЕНТ"
01.02.10.43.197.01,"АНТИФОСФОЛИПИДНЫЕ АНТИТЕЛА ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.357.01,"ИССЛЕДОВАНИЕ ПРИЖИВЛЕНИЯ ТРАСПЛАНТАНТА ПОСЛЕ ПЕРЕСАДКИ КОСТНОГО МОЗГА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.386.16,"CD23 КЛЕТОЧНЫЙ МАРКЕР ИВД, НАБОР, ИММУНОГИСТОХИМИЧЕСКАЯ РЕАКЦИЯ С ФЕРМЕНТНОЙ МЕТКОЙ"
01.02.10.43.386.17,"CD25 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.386.18,"CD3 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.386.19,"CD3 КЛЕТОЧНЫЙ МАРКЕР ИВД, НАБОР, ИММУНОГИСТОХИМИЧЕСКАЯ РЕАКЦИЯ С ФЕРМЕНТНОЙ МЕТКОЙ"
01.02.10.43.386.20,"CD30 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.379.01,КВИНУПРИСТИН/ДАЛЬФОПРИСТИН ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД
01.02.10.43.906.01,ЦЕФОТАКСИМ/КЛАВУЛАНОВАЯ КИСЛОТА ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД
01.02.10.43.906.02,ЦЕФОТАКСИМ ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД
01.02.10.43.906.03,ЦЕФОТАКСИМ МИНИМАЛЬНАЯ ИНГИБИРУЮЩАЯ КОНЦЕНТРАЦИЯ ИВД
01.02.10.43.935.01,"ЭНДОГЕННЫЙ ПОТЕНЦИАЛ ТРОМБИНА (ЭПТ) ИВД, КАЛИБРАТОР"
01.02.10.43.935.02,"ЭНДОГЕННЫЙ ПОТЕНЦИАЛ ТРОМБИНА (ЭПТ) ИВД, РЕАГЕНТ"
01.02.10.43.866.01,"ФЕНИЛАЛАНИН ИВД, НАБОР, ФЛУОРИМЕТРИЧЕСКИЙ АНАЛИЗ"
01.02.10.43.866.02,"ФЕНИЛАЛАНИН ИВД, РЕАГЕНТ"
01.02.10.43.853.06,"ТРОПОНИН I ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.853.07,"ТРОПОНИН I ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ, ЭКСПРЕСС-АНАЛИЗ"
01.02.10.43.853.08,"ТРОПОНИН I ИВД, НАБОР, ИММУНОХЕМИЛЮМИНЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.301.01,"ГЛЮКАГОН ИВД, АНТИТЕЛА"
01.02.10.43.751.01,"РЕВМАТОИДНЫЙ ФАКТОР ИВД, РЕАГЕНТ"
01.02.10.43.751.02,"РЕВМАТОИДНЫЙ ФАКТОР ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.751.03,"РЕВМАТОИДНЫЙ ФАКТОР ИВД, НАБОР, НЕФЕЛОМЕТРИЧЕСКИЙ/ТУРБИДИМЕТРИЧЕСКИЙ АНАЛИЗ"
01.02.10.43.751.04,"РЕВМАТОИДНЫЙ ФАКТОР ИВД, НАБОР, РЕАКЦИЯ АГГЛЮТИНАЦИИ"
01.02.10.43.751.05,"РЕВМАТОИДНЫЙ ФАКТОР ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.596.01,"НЕСПЕЦИФИЧЕСКАЯ ЭСТЕРАЗА МЕТОД ОКРАШИВАНИЯ ИВД, НАБОР"
01.02.10.43.770.01,"СВОБОДНЫЕ ЖИРНЫЕ КИСЛОТЫ ИВД, РЕАГЕНТ"
01.02.10.43.551.01,"МНОЖЕСТВЕННЫЕ ЦИТОКЕРАТИНОВЫЕ ФИЛАМЕНТЫ НИЗКОГО МОЛЕКУЛЯРНОГО ВЕСА ИВД, АНТИТЕЛА"
01.02.10.43.650.01,"P53 ОПУХОЛЕВЫЙ БЕЛОК ИВД, НАБОР, ИММУНОГИСТОХИМИЧЕСКАЯ РЕАКЦИЯ С ФЕРМЕНТНОЙ МЕТКОЙ"
01.02.10.43.650.02,"P53 ОПУХОЛЕВЫЙ БЕЛОК ИВД, АНТИТЕЛА"
01.02.10.43.650.03,"P63 ОПУХОЛЕВЫЙ БЕЛОК ИВД, АНТИТЕЛА"
01.02.10.43.682.01,"ПЛАЗМИНОГЕН ИВД, НАБОР, ХРОМОГЕННЫЙ АНАЛИЗ"
01.02.10.43.63.01,"D-ДИМЕР ИВД, КАЛИБРАТОР"
01.02.10.43.63.02,"D-ДИМЕР ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.770.02,"СВОБОДНЫЕ ЖИРНЫЕ КИСЛОТЫ ИВД, КАЛИБРАТОР"
01.02.10.43.808.01,"С-ТЕРМИНАЛЬНЫЙ ПРОПЕПТИД ПРОКОЛЛАГЕНА 1 ТИПА ИВД, РЕАГЕНТ"
01.02.10.43.453.01,"МИКРОПРОТЕИН ИВД, КАЛИБРАТОР"
01.02.10.43.386.38,"CD45 ОБЩИЙ ЛЕЙКОЦИТАРНЫЙ АНТИГЕН КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.453.02,"МИКРОПРОТЕИН ИВД, НАБОР, СПЕКТРОФОТОМЕТРИЧЕСКИЙ АНАЛИЗ"
01.02.10.43.453.03,"МИКРОПРОТЕИН ИВД, РЕАГЕНТ"
01.02.10.43.826.01,"ТИРЕОТРОПИН-РИЛИЗИНГ-ФАКТОР (ТРФ) ИВД, НАБОР, РАДИОИММУННЫЙ АНАЛИЗ (РИА)"
01.02.10.43.247.01,"ВИРУС ЗИКА НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.427.01,"ЛИТИЙ ТЕРАПЕВТИЧЕСКИЙ ЛЕКАРСТВЕННЫЙ МОНИТОРИНГ ИВД, НАБОР, СПЕКТРОФОТОМЕТРИЧЕСКИЙ АНАЛИЗ"
01.02.10.43.427.02,"ЛИТИЙ ТЕРАПЕВТИЧЕСКИЙ ЛЕКАРСТВЕННЫЙ МОНИТОРИНГ ИВД, РЕАГЕНТ"
01.02.10.43.427.03,"ЛИТИЙ ТЕРАПЕВТИЧЕСКИЙ ЛЕКАРСТВЕННЫЙ МОНИТОРИНГ ИВД, КАЛИБРАТОР"
01.02.10.43.427.04,"ЛИТИЙ ТЕРАПЕВТИЧЕСКИЙ ЛЕКАРСТВЕННЫЙ МОНИТОРИНГ ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.831.01,"ТКАНЕВАЯ ТРАНСГЛУТАМИНАЗА АНТИТЕЛА ИВД, РЕАГЕНТ"
01.02.10.43.831.02,"ТКАНЕВАЯ ТРАНСГЛУТАМИНАЗА АНТИТЕЛА ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.386.39,"CD68 КЛЕТОЧНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.663.01,"ПАПИЛЛОМАВИРУС ЧЕЛОВЕКА НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.663.02,"ПАПИЛЛОМАВИРУС ЧЕЛОВЕКА НУКЛЕИНОВАЯ КИСЛОТА ШТАММОВ ВЫСОКОГО РИСКА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.663.03,"ПАПИЛЛОМАВИРУС ЧЕЛОВЕКА НУКЛЕИНОВАЯ КИСЛОТА ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.63.03,"D-ДИМЕР ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.63.04,"D-ДИМЕР ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ"
01.02.10.43.63.05,"D-ДИМЕР ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ, ЭКСПРЕСС-АНАЛИЗ"
01.02.10.43.63.06,"D-ДИМЕР ИВД, НАБОР, РЕАКЦИЯ АГГЛЮТИНАЦИИ"
01.02.10.43.63.07,"D-ДИМЕР ИВД, РЕАГЕНТ"
01.02.10.43.63.08,"D-ДИМЕР ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.63.09,"D-ДИМЕР ИВД, НАБОР, НЕФЕЛОМЕТРИЧЕСКИЙ/ТУРБИДИМЕТРИЧЕСКИЙ АНАЛИЗ"
01.02.10.43.853.01,"ТРОПОНИН T ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ, ЭКСПРЕСС-АНАЛИЗ"
01.02.10.43.853.02,"ТРОПОНИН I ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.853.03,"ТРОПОНИН I ИВД, КАЛИБРАТОР"
01.02.10.43.853.04,"ТРОПОНИН I ИВД, РЕАГЕНТ"
01.02.10.43.853.05,"ТРОПОНИН T ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.134.01,"YERSINIA PSEUDOTUBERCULOSIS АНТИГЕНЫ ИВД, НАБОР, АГГЛЮТИНАЦИЯ"
01.02.10.43.134.02,"YERSINIA PSEUDOTUBERCULOSIS АНТИГЕНЫ ИВД, РЕАГЕНТ"
01.02.10.43.573.01,"МЫШЕЧНОСПЕЦИФИЧЕСКИЙ АЛЬФА/ГАММА АКТИН ИВД, АНТИТЕЛА"
01.02.10.43.695.01,"ПОЛОВАЯ ХРОМОСОМА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.244.01,ВИРУСЫ ГРИППА А/В ИВД
01.02.10.43.663.04,"ПАПИЛЛОМАВИРУС ЧЕЛОВЕКА АНТИГЕНЫ ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.87.01,"LEGIONELLA PNEUMOPHILA АНТИГЕНЫ ИВД, РЕАГЕНТ"
01.02.10.43.87.02,"LEGIONELLA PNEUMOPHILA АНТИГЕНЫ ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ, ЭКСПРЕСС-АНАЛИЗ"
01.02.10.43.328.01,"Е-КАДГЕРИН ЭПИТЕЛИАЛЬНЫЙ МАРКЕР ИВД, АНТИТЕЛА"
01.02.10.43.47.01,"BURKHOLDERIA MALLEI НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.47.02,"BURKHOLDERIA PSEUDOMALLEI НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.627.01,"ОБЩИЙ ХОЛЕСТЕРИН ИВД, КАЛИБРАТОР"
01.02.10.43.627.02,"ОБЩИЙ ХОЛЕСТЕРИН ИВД, НАБОР, ФЕРМЕНТНЫЙ СПЕКТРОФОТОМЕТРИЧЕСКИЙ АНАЛИЗ"
01.02.10.43.627.03,"ОБЩИЙ ХОЛЕСТЕРИН ИВД, РЕАГЕНТ"
01.02.10.43.627.04,"ОБЩИЙ ХОЛЕСТЕРИН ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.388.01,"КОКАИН/МЕТАБОЛИТЫ КОКАИНА ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ, ЭКСПРЕСС-АНАЛИЗ"
01.02.10.43.388.02,"КОКАИН/МЕТАБОЛИТЫ КОКАИНА ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.625.01,"ОБЩИЙ ТИРОКСИН (ТТ4) ИВД, НАБОР, РАДИОИММУННЫЙ АНАЛИЗ (РИА)"
01.02.10.43.87.03,"LEGIONELLA PNEUMOPHILA АНТИГЕНЫ ИВД, НАБОР, РЕАКЦИЯ АГГЛЮТИНАЦИИ"
01.02.10.43.253.06,"ВИРУС КРАСНУХИ АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН М (IGM) ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.253.07,"ВИРУС КРАСНУХИ АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, НАБОР, ИММУНОХЕМИЛЮМИНЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.253.08,"ВИРУС КРАСНУХИ НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.253.09,"ВИРУС КРАСНУХИ АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.253.10,"ВИРУС КРАСНУХИ АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН М (IGМ) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.253.11,"ВИРУС КРАСНУХИ ИНДЕКС АВИДНОСТИ АНТИТЕЛ КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.571.01,"МУЦИКАРМИН КРАСИТЕЛЬ ИВД, НАБОР"
01.02.10.43.282,ГЕМОГЛОБИН ИВД
01.02.10.43.285,ГЕНТАМИЦИН ИВД
01.02.10.43.289,ГЕРПЕСВИРУСЫ ЧЕЛОВЕКА ИВД
01.02.10.43.87.04,"LEGIONELLA PNEUMOPHILA НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.291,ГИБРИДИЗАЦИЯ ИВД
01.02.10.43.294,ГЛИАДИН АНТИТЕЛА ИВД
01.02.10.43.295,ГЛИАЛЬНЫЙ ФИБРИЛЛЯРНЫЙ КИСЛЫЙ БЕЛОК ИВД
01.02.10.43.296,ГЛИКИРОВАННЫЙ ГЕМОГЛОБИН
01.02.10.43.297,ГЛОБУЛИН ИВД
01.02.10.43.298,ГЛОМЕРУЛЯРНАЯ БАЗАЛЬНАЯ МЕМБРАНА АНТИТЕЛА (АНТИТЕЛА ГУДПАСЧЕРА) ИВД
01.02.10.43.302,ГЛЮКОЗА ИВД
01.02.10.43.255,ВИРУСЫ ЛИХОРАДКИ ЗАПАДНОГО НИЛА ИВД
01.02.10.43.259,ВИРУСЫ ПРОСТОГО ГЕРПЕСА ИВД
01.02.10.43.260,ВИРУСЫ СИНДБИС ИВД
01.02.10.43.87.05,"LEGIONELLA PNEUMOPHILA АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.261,ВИРУСЫ ЧИКУНГУНЬЯ ИВД
01.02.10.43.263,ВИРУСЫ ЭПИДЕМИЧЕСКОГО ПАРОТИТА ИВД
01.02.10.43.264,ВИРУСЫ ЭПШТЕЙНА-БАРР ИВД
01.02.10.43.617,ОБЩИЕ ЖЕЛЧНЫЕ КИСЛОТЫ ИВД
01.02.10.43.618,ОБЩИЙ БЕЛОК ИВД
01.02.10.43.619,ОБЩИЙ БИЛИРУБИН ИВД
01.02.10.43.620,ОБЩИЙ ГЕМОГЛОБИН ИВД
01.02.10.43.621,ОБЩИЙ ИММУНОГЛОБУЛИН ИВД
01.02.10.43.622,ОБЩИЙ КОРТИЗОЛ ИВД
01.02.10.43.623,ОБЩИЙ ПРОСТАТИЧЕСКИЙ СПЕЦИФИЧЕСКИЙ АНТИГЕН ИВД
01.02.10.43.87.06,"LEGIONELLA PNEUMOPHILA ОБЩИЕ АНТИТЕЛА ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.87.07,"LEGIONELLA PNEUMOPHILA АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.87.08,"LEGIONELLA PNEUMOPHILA АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.102.01,"N-АЦЕТИЛПРОКАИНАМИД, ЛЕКАРСТВЕННЫЙ ТЕРАПЕВТИЧЕСКИЙ МОНИТОРИНГ ИВД, РЕАГЕНТ"
01.02.10.43.102.02,"N-АЦЕТИЛПРОКАИНАМИД ЛЕКАРСТВЕННЫЙ ТЕРАПЕВТИЧЕСКИЙ МОНИТОРИНГ ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.624,ОБЩИЙ ТЕСТОСТЕРОН ИВД
01.02.10.43.625,ОБЩИЙ ТИРОКСИН (ТТ4) ИВД
